,station,date,pm25,latitude,longitude,sourceid,pm25_xgb,pm25_rf,pm25_lgbm
1417,"DKJ10 RPTRA Manggala Bisma, Papanggo",2025-05-02,46.938750000000006,-6.1286,106.8668,UdaraJakarta,45.332043,45.65671564695416,45.78392541721002
1418,"DKJ10 RPTRA Manggala Bisma, Papanggo",2025-05-02,46.938750000000006,-6.1286,106.8668,UdaraJakarta,45.332043,45.65671564695416,45.78392541721002
1419,DKJ11 Rusun Penjaringan,2025-05-02,32.317083333333336,-6.128,106.7963,UdaraJakarta,31.425203,35.41137272348325,30.42976380802463
1420,DKJ11 Rusun Penjaringan,2025-05-02,32.317083333333336,-6.128,106.7963,UdaraJakarta,31.425203,35.41137272348325,30.42976380802463
1421,DKJ11 Rusun Penjaringan,2025-05-02,32.317083333333336,-6.128,106.7963,UdaraJakarta,31.427626,35.48589766003407,30.381773251404603
1422,DKJ11 Rusun Penjaringan,2025-05-02,32.317083333333336,-6.128,106.7963,UdaraJakarta,31.427626,35.48589766003407,30.381773251404603
1426,DKJ14 Pulau Panggang,2025-05-02,21.038750000000004,-5.7388,106.6014,UdaraJakarta,27.919184,29.444962811999847,27.6873104729578
1427,DKJ14 Pulau Panggang,2025-05-02,21.038750000000004,-5.7388,106.6014,UdaraJakarta,27.919184,29.559824162589177,27.6873104729578
1435,DKJ20 Kelapa Gading (SPKU),2025-05-02,38.61416666666667,-6.154,106.9105,UdaraJakarta,43.29419,42.45665411006383,43.88628835901915
1436,DKJ20 Kelapa Gading (SPKU),2025-05-02,38.61416666666667,-6.154,106.9105,UdaraJakarta,43.29419,42.45665411006383,43.88628835901915
1437,DKJ20 Kelapa Gading (SPKU),2025-05-02,38.61416666666667,-6.154,106.9105,UdaraJakarta,43.010887,42.26733484147625,43.49620390615172
1438,DKJ20 Kelapa Gading (SPKU),2025-05-02,38.61416666666667,-6.154,106.9105,UdaraJakarta,43.010887,42.26733484147625,43.49620390615172
1439,DKJ21 Kota Tua,2025-05-02,43.3525,-6.1345,106.8132,UdaraJakarta,43.25098,41.72185765651773,41.36281319719982
1440,DKJ21 Kota Tua,2025-05-02,43.3525,-6.1345,106.8132,UdaraJakarta,43.25098,41.72185765651773,41.36281319719982
1441,DKJ21 Kota Tua,2025-05-02,43.3525,-6.1345,106.8132,UdaraJakarta,43.36139,41.67454412390919,41.50030825965448
1442,DKJ21 Kota Tua,2025-05-02,43.3525,-6.1345,106.8132,UdaraJakarta,43.36139,41.67454412390919,41.50030825965448
1445,DKJ23 Pulau Pramuka,2025-05-02,28.25666666666667,-5.7458,106.6138,UdaraJakarta,27.919184,29.444962811999847,27.6873104729578
1446,DKJ23 Pulau Pramuka,2025-05-02,28.25666666666667,-5.7458,106.6138,UdaraJakarta,27.919184,29.559824162589177,27.6873104729578
1449,DKJ25 Stadion Olah Raga JIS,2025-05-02,38.31,-6.1248,106.86,UdaraJakarta,38.403324,36.32823981501417,38.18365749888487
1450,DKJ25 Stadion Olah Raga JIS,2025-05-02,38.31,-6.1248,106.86,UdaraJakarta,38.403324,36.32823981501417,38.18365749888487
1451,DKJ25 Stadion Olah Raga JIS,2025-05-02,38.31,-6.1248,106.86,UdaraJakarta,38.260757,36.28142682316257,37.79376542301995
1452,DKJ25 Stadion Olah Raga JIS,2025-05-02,38.31,-6.1248,106.86,UdaraJakarta,38.260757,36.28142682316257,37.79376542301995
1453,DKJ26 Taman Delonix,2025-05-02,50.45363636363636,-6.3468,106.8695,UdaraJakarta,46.438404,45.360554514990895,45.44718129045159
1454,DKJ26 Taman Delonix,2025-05-02,50.45363636363636,-6.3468,106.8695,UdaraJakarta,46.254944,45.37449404186671,45.44365973717435
1458,DKJ29 Kantor Walikota Jakarta Barat,2025-05-02,42.58772727272728,-6.1858,106.7377,UdaraJakarta,48.69859,52.300547220313206,50.78730560825061
1459,DKJ29 Kantor Walikota Jakarta Barat,2025-05-02,42.58772727272728,-6.1858,106.7377,UdaraJakarta,49.507717,52.32666337512662,50.83583194203448
1460,DKJ31 Rusun Marunda,2025-05-02,41.76125,-6.0966,106.963,UdaraJakarta,45.507412,43.17826221165316,44.28921108188871
1461,DKJ31 Rusun Marunda,2025-05-02,41.76125,-6.0966,106.963,UdaraJakarta,45.507412,43.17826221165316,44.28921108188871
1462,DKJ31 Rusun Marunda,2025-05-02,41.76125,-6.0966,106.963,UdaraJakarta,45.06234,43.11937741986779,44.05213474487917
1463,DKJ31 Rusun Marunda,2025-05-02,41.76125,-6.0966,106.963,UdaraJakarta,45.06234,43.11937741986779,44.05213474487917
1464,"Duitku PG, Kebon Jeruk",2025-05-02,49.208333333333336,-6.1916,106.7588,IQAir,47.1537,49.81873730782451,46.92200175215136
1465,"Duitku PG, Kebon Jeruk",2025-05-02,49.208333333333336,-6.1916,106.7588,IQAir,47.1537,49.81873730782451,46.92200175215136
1466,"Duitku PG, Kebon Jeruk",2025-05-02,49.208333333333336,-6.1916,106.7588,IQAir,47.187218,49.63078001312396,46.87348303537197
1467,"Duitku PG, Kebon Jeruk",2025-05-02,49.208333333333336,-6.1916,106.7588,IQAir,47.187218,49.63078001312396,46.87348303537197
1470,ERASMUS HUIS DUTCH CULTURAL CENTER,2025-05-02,40.94117647058823,-6.2356,106.8278,IQAir,38.962643,38.96136057930667,38.96260815563125
1471,Gading Harmony,2025-05-02,46.35,-6.1656,106.8995,IQAir,47.751633,46.0998338805136,47.08544576505171
1472,Gading Harmony,2025-05-02,46.35,-6.1656,106.8995,IQAir,47.848763,46.10853004561865,47.33319567444171
1473,Graha LMU,2025-05-02,54.17391304347826,-6.1839,106.9227,IQAir,53.314808,52.70101522484492,54.88674251999712
1474,Graha LMU,2025-05-02,54.17391304347826,-6.1839,106.9227,IQAir,53.314808,52.70101522484492,54.88674251999712
1475,Graha LMU,2025-05-02,54.17391304347826,-6.1839,106.9227,IQAir,53.344208,52.704633992704224,55.22871196037817
1476,Graha LMU,2025-05-02,54.17391304347826,-6.1839,106.9227,IQAir,53.344208,52.704633992704224,55.22871196037817
1477,Gran Melia Jakarta,2025-05-02,58.21739130434783,-6.2348,106.83,IQAir,38.962643,38.96136057930667,38.96260815563125
1478,INDODAX,2025-05-02,49.13478260869566,-6.2122,106.8214,IQAir,53.379795,55.837239578774,54.95548406060984
1479,INDODAX,2025-05-02,49.13478260869566,-6.2122,106.8214,IQAir,53.622948,56.0626296933334,55.19503422493848
1480,Jakarta-Selatan-CasaGrande,2025-05-02,36.5875,-6.222,106.842,IQAir,38.962643,38.96136057930667,38.96260815563125
1481,Jalan Pasir Putih II,2025-05-02,36.824999999999996,-6.1255,106.8468,IQAir,34.474358,33.188364489353795,33.375575361204355
1482,Jalan Pasir Putih II,2025-05-02,36.824999999999996,-6.1255,106.8468,IQAir,34.474358,33.188364489353795,33.375575361204355
1483,Jalan Pasir Putih II,2025-05-02,36.824999999999996,-6.1255,106.8468,IQAir,34.30044,33.188364489353795,32.89789151317924
1484,Jalan Pasir Putih II,2025-05-02,36.824999999999996,-6.1255,106.8468,IQAir,34.30044,33.188364489353795,32.89789151317924
1485,Jeruk Purut,2025-05-02,59.791666666666664,-6.2842,106.8118,IQAir,45.71535,45.74726352055868,49.070182427402735
1486,Jeruk Purut,2025-05-02,59.791666666666664,-6.2842,106.8118,IQAir,45.789646,45.73612121370103,49.15148453854899
1487,KRN,2025-05-02,47.083333333333336,-6.1439,106.899,IQAir,45.056263,45.129313638954734,45.19696116768401
1488,KRN,2025-05-02,47.083333333333336,-6.1439,106.899,IQAir,45.066765,45.10298523650745,44.82379850906568
1489,Kemang Dalam IX,2025-05-02,50.708333333333336,-6.2683,106.8192,IQAir,38.962643,38.96136057930667,38.96260815563125
1490,Kemang Timur V,2025-05-02,49.541666666666664,-6.263,106.8259,IQAir,38.962643,38.96136057930667,38.96260815563125
1491,Kemang V,2025-05-02,55.81818181818182,-6.2631,106.8205,IQAir,38.962643,38.96136057930667,38.96260815563125
1492,Kemayoran,2025-05-02,39.345454545454544,-6.1617,106.8414,IQAir,41.998547,41.0370531135207,41.21203387822594
1493,Kemayoran,2025-05-02,39.345454545454544,-6.1617,106.8414,IQAir,42.158398,40.90413123181846,40.93025967488348
1496,Layar Permai PIK,2025-05-02,50.608695652173914,-6.1077,106.753,IQAir,48.569164,46.79593027039203,47.384352265825605
1497,Layar Permai PIK,2025-05-02,50.608695652173914,-6.1077,106.753,IQAir,48.569164,46.79593027039203,47.384352265825605
1498,Layar Permai PIK,2025-05-02,50.608695652173914,-6.1077,106.753,IQAir,48.314186,46.64846112094515,46.56705233502849
1499,Layar Permai PIK,2025-05-02,50.608695652173914,-6.1077,106.753,IQAir,48.314186,46.64846112094515,46.56705233502849
1500,Pantai Mutiara,2025-05-02,36.791666666666664,-6.1101,106.7957,IQAir,39.83674,39.26839858050396,39.80291249920961
1501,Pantai Mutiara,2025-05-02,36.791666666666664,-6.1101,106.7957,IQAir,39.83674,39.26839858050396,39.80291249920961
1502,Pantai Mutiara,2025-05-02,36.791666666666664,-6.1101,106.7957,IQAir,39.65387,39.4593919097051,39.27881211314519
1503,Pantai Mutiara,2025-05-02,36.791666666666664,-6.1101,106.7957,IQAir,39.65387,39.4593919097051,39.27881211314519
1504,"Pulo Mas, Kayu Putih",2025-05-02,57.77272727272727,-6.1834,106.8874,IQAir,52.992207,54.25008341906962,53.75356342140509
1505,"Pulo Mas, Kayu Putih",2025-05-02,57.77272727272727,-6.1834,106.8874,IQAir,53.089336,54.26843758845883,54.38592853138577
1506,"Pulo Mas, Kayu Putih 2",2025-05-02,53.583333333333336,-6.1841,106.8873,IQAir,52.992207,54.25008341906962,53.75356342140509
1507,"Pulo Mas, Kayu Putih 2",2025-05-02,53.583333333333336,-6.1841,106.8873,IQAir,53.089336,54.26843758845883,54.38592853138577
1508,Puretrex Indonesia - Tegal Alur / Kalideres,2025-05-02,43.869565217391305,-6.1175,106.7274,IQAir,44.694195,41.5055052072077,44.4991239764302
1509,Puretrex Indonesia - Tegal Alur / Kalideres,2025-05-02,43.869565217391305,-6.1175,106.7274,IQAir,44.500824,41.5055052072077,43.99052670632789
1510,Puri Indah,2025-05-02,59.583333333333336,-6.1869,106.7369,IQAir,48.69859,52.300547220313206,50.78730560825061
1511,Puri Indah,2025-05-02,59.583333333333336,-6.1869,106.7369,IQAir,49.507717,52.32666337512662,50.83583194203448
1512,Rembang Bukit,2025-05-02,47.82608695652174,-6.2805,106.7789,IQAir,38.962643,38.96136057930667,38.96260815563125
1513,RespoKare Mask - Wisma 76,2025-05-02,40.71304347826087,-6.1909,106.798,IQAir,46.0394,46.64943807931182,45.79920779885244
1514,RespoKare Mask - Wisma 76,2025-05-02,40.71304347826087,-6.1909,106.798,IQAir,46.0394,46.64943807931182,45.79920779885244
1515,RespoKare Mask - Wisma 76,2025-05-02,40.71304347826087,-6.1909,106.798,IQAir,46.0499,46.418610074622165,44.75600639580931
1516,RespoKare Mask - Wisma 76,2025-05-02,40.71304347826087,-6.1909,106.798,IQAir,46.0499,46.418610074622165,44.75600639580931
1517,Semanggi,2025-05-02,42.416666666666664,-6.2171,106.8115,IQAir,42.85998,46.07338533825346,41.8398217842356
1518,Semanggi,2025-05-02,42.416666666666664,-6.2171,106.8115,IQAir,42.732494,45.97140543619793,41.82945805142269
1519,Simprug THL Area,2025-05-02,43.291666666666664,-6.2279,106.7936,IQAir,46.51244,46.58581156848997,46.876470026852736
1520,Simprug THL Area,2025-05-02,43.291666666666664,-6.2279,106.7936,IQAir,46.51244,46.58581156848997,46.876470026852736
1521,Simprug THL Area,2025-05-02,43.291666666666664,-6.2279,106.7936,IQAir,46.52294,46.65800151237624,46.83071088767908
1522,Simprug THL Area,2025-05-02,43.291666666666664,-6.2279,106.7936,IQAir,46.52294,46.65800151237624,46.83071088767908
1523,Taman Patra,2025-05-02,53.81818181818182,-6.2362,106.8326,IQAir,38.962643,38.96136057930667,38.96260815563125
1524,Taman Resort Mediterania,2025-05-02,49.042857142857144,-6.12,106.767,IQAir,46.546253,46.65607715723786,46.94603369929364
1525,Taman Resort Mediterania,2025-05-02,49.042857142857144,-6.12,106.767,IQAir,46.670162,46.655647944906896,46.73979454607273
1526,Tatalogam Tower,2025-05-02,59.69565217391305,-6.1891,106.7712,IQAir,51.631413,55.21338350691033,53.78346919439527
1527,Tatalogam Tower,2025-05-02,59.69565217391305,-6.1891,106.7712,IQAir,51.87924,55.13670115639966,53.53069111802243
1528,The RBS - AirVisual Outdoor,2025-05-02,50.52173913043478,-6.2291,106.8024,IQAir,42.444492,45.27461844762168,42.80435419544175
1529,The RBS - AirVisual Outdoor,2025-05-02,50.52173913043478,-6.2291,106.8024,IQAir,42.399246,45.47623120837743,42.793990462628855
1530,US Embassy 2,2025-05-02,46.3530078297091,-6.2367,106.7932,JakartaRendahEmisi,43.62947,45.75547659979928,43.72728372344519
1531,US Embassy 2,2025-05-02,46.3530078297091,-6.2367,106.7932,JakartaRendahEmisi,43.573067,45.693138662974064,43.7183917264098
1532,US Embassy in South Jakarta,2025-05-02,31.885714285714283,-6.2367,106.7932,IQAir,43.62947,45.75547659979928,43.72728372344519
1533,US Embassy in South Jakarta,2025-05-02,31.885714285714283,-6.2367,106.7932,IQAir,43.573067,45.693138662974064,43.7183917264098
1534,"Widya Chandra, JK",2025-05-02,46.7,-6.2302,106.8147,IQAir,43.295094,46.03021060731677,43.23668078044324
1535,"Widya Chandra, JK",2025-05-02,46.7,-6.2302,106.8147,IQAir,43.282093,46.00896382861668,43.22631704763032
1536,Wisma Barito Pacific,2025-05-02,49.020833333333336,-6.197,106.7984,IQAir,46.0394,46.64943807931182,45.79920779885244
1537,Wisma Barito Pacific,2025-05-02,49.020833333333336,-6.197,106.7984,IQAir,46.0394,46.64943807931182,45.79920779885244
1538,Wisma Barito Pacific,2025-05-02,49.020833333333336,-6.197,106.7984,IQAir,46.0499,46.418610074622165,44.75600639580931
1539,Wisma Barito Pacific,2025-05-02,49.020833333333336,-6.197,106.7984,IQAir,46.0499,46.418610074622165,44.75600639580931
1540,Wisma Matahari Power,2025-05-02,54.083333333333336,-6.2087,106.7839,IQAir,51.915596,51.82917344177533,51.662812891827365
1541,Wisma Matahari Power,2025-05-02,54.083333333333336,-6.2087,106.7839,IQAir,51.926098,51.80556521975369,51.31162322006543
1542,bekasi,2025-05-02,53.201666666666654,-6.2374,106.993,KLHK,38.962643,38.96136057930667,38.96260815563125
1544,kabupaten_bekasi,2025-05-02,57.53541666666666,-6.3638,107.172,KLHK,38.962643,38.96136057930667,38.96260815563125
1545,kabupaten_bogor,2025-05-02,30.355,-6.4814,106.829,KLHK,34.52748,37.36577404605373,34.214092995113084
1546,kabupaten_bogor,2025-05-02,30.355,-6.4814,106.829,KLHK,33.90527,37.40267288604704,33.907370669614146
1547,tangerang_kali_pasir,2025-05-02,15.235,-6.1874,106.633,KLHK,31.848345,33.89107913335164,30.30798324354009
1548,tangerang_kali_pasir,2025-05-02,15.235,-6.1874,106.633,KLHK,31.67068,34.188234856923415,30.31258469195904
1549,tangerang_selatan,2025-05-02,52.017083333333346,-6.2988,106.651,KLHK,39.612587,39.57966683841214,38.02760070943626
1550,tangerang_selatan,2025-05-02,52.017083333333346,-6.2988,106.651,KLHK,39.612587,39.57966683841214,38.02760070943626
1551,tangerang_selatan,2025-05-02,52.017083333333346,-6.2988,106.651,KLHK,40.871532,39.71586808520773,40.61428122068224
1552,tangerang_selatan,2025-05-02,52.017083333333346,-6.2988,106.651,KLHK,40.871532,39.71586808520773,40.61428122068224
1553,AHP Capital Place,2025-05-05,49.42857142857143,-6.232,106.8205,IQAir,38.962643,38.96136057930667,38.96260815563125
1554,ANTARA ETP - Bundaran HI,2025-05-05,49.1,-6.1955,106.8243,IQAir,38.962643,38.96136057930667,38.96260815563125
1555,Agung Sedayu Group - WTP Ebony (BGM),2025-05-05,38.6875,-6.1039,106.7459,IQAir,38.282173,37.31225886136368,36.885599387959104
1556,Agung Sedayu Group - WTP Ebony (BGM),2025-05-05,38.6875,-6.1039,106.7459,IQAir,38.282173,37.31225886136368,36.885599387959104
1557,Agung Sedayu Group - WTP Ebony (BGM),2025-05-05,38.6875,-6.1039,106.7459,IQAir,38.282173,37.51080164603963,37.76737813604876
1558,Agung Sedayu Group - WTP Ebony (BGM),2025-05-05,38.6875,-6.1039,106.7459,IQAir,38.282173,37.51080164603963,37.76737813604876
1559,Ancol,2025-05-05,29.4,-6.1246,106.8512,IQAir,32.12117,33.52019760647565,31.937506890597867
1560,Ancol,2025-05-05,29.4,-6.1246,106.8512,IQAir,32.12117,33.52019760647565,31.937506890597867
1561,Ancol,2025-05-05,29.4,-6.1246,106.8512,IQAir,32.04592,33.55449341677751,31.8947779011046
1562,Ancol,2025-05-05,29.4,-6.1246,106.8512,IQAir,32.04592,33.55449341677751,31.8947779011046
1563,Antara ETP - Antara Heritage Center,2025-05-05,47.69565217391305,-6.1656,106.8341,IQAir,38.962643,38.96136057930667,38.96260815563125
1564,Ascott Kuningan - myhome,2025-05-05,44.72222222222222,-6.2251,106.824,IQAir,38.962643,38.96136057930667,38.96260815563125
1565,Cilandak Barat,2025-05-05,39.25,-6.2997,106.8006,IQAir,41.7316,38.90995044284395,42.32817894710855
1566,Cilandak Barat,2025-05-05,39.25,-6.2997,106.8006,IQAir,41.882595,38.995589989556194,42.409481058254805
1567,Cipete Selatan Asem II,2025-05-05,39.588235294117645,-6.2736,106.8042,IQAir,39.826313,39.77100397745767,40.26668812866755
1568,Cipete Selatan Asem II,2025-05-05,39.588235294117645,-6.2736,106.8042,IQAir,39.825527,39.89048274146185,40.16438153895944
1569,DKJ06 GOR Cendrawasih,2025-05-05,32.420833333333334,-6.1428,106.7223,UdaraJakarta,38.962643,38.96136057930667,38.96260815563125
1570,DKJ07 Kebon Bibit Cilangkap,2025-05-05,0.0,-6.3408,106.9008,UdaraJakarta,35.466408,39.82586279551188,34.81045195672595
1571,DKJ07 Kebon Bibit Cilangkap,2025-05-05,0.0,-6.3408,106.9008,UdaraJakarta,34.899815,39.81653339385986,34.78281086441887
1572,DKJ08 GOR Ciracas,2025-05-05,0.0,-6.3247,106.8655,UdaraJakarta,40.495922,40.85796399434408,42.08001750501843
1573,DKJ08 GOR Ciracas,2025-05-05,0.0,-6.3247,106.8655,UdaraJakarta,40.230938,40.85041454315186,42.09139498693724
1574,"DKJ09 TMB Gombol Paya, Kalideres",2025-05-05,45.72083333333334,-6.1306,106.6879,UdaraJakarta,41.77251,41.48793921576606,40.54399540569887
1575,"DKJ09 TMB Gombol Paya, Kalideres",2025-05-05,45.72083333333334,-6.1306,106.6879,UdaraJakarta,41.684708,41.32836076524523,40.568250989218846
1576,DKJ11 Rusun Penjaringan,2025-05-05,0.0,-6.128,106.7963,UdaraJakarta,14.39029,21.998046167921547,11.377333346924036
1577,DKJ11 Rusun Penjaringan,2025-05-05,0.0,-6.128,106.7963,UdaraJakarta,14.39029,21.998046167921547,11.377333346924036
1578,DKJ11 Rusun Penjaringan,2025-05-05,0.0,-6.128,106.7963,UdaraJakarta,14.403863,22.04589859710468,11.179975760501426
1579,DKJ11 Rusun Penjaringan,2025-05-05,0.0,-6.128,106.7963,UdaraJakarta,14.403863,22.04589859710468,11.179975760501426
1582,DKJ14 Pulau Panggang,2025-05-05,0.0,-5.7388,106.6014,UdaraJakarta,25.49735,25.96701728001228,25.104746378587897
1583,DKJ14 Pulau Panggang,2025-05-05,0.0,-5.7388,106.6014,UdaraJakarta,25.49735,25.96701728001228,25.104746378587897
1584,DKJ14 Pulau Panggang,2025-05-05,0.0,-5.7388,106.6014,UdaraJakarta,25.49735,26.042553467277443,25.239118755907647
1585,DKJ14 Pulau Panggang,2025-05-05,0.0,-5.7388,106.6014,UdaraJakarta,25.49735,26.042553467277443,25.239118755907647
1592,DKJ20 Kelapa Gading (SPKU),2025-05-05,39.22434782608695,-6.154,106.9105,UdaraJakarta,38.502323,39.24652594410379,38.4120691410785
1593,DKJ20 Kelapa Gading (SPKU),2025-05-05,39.22434782608695,-6.154,106.9105,UdaraJakarta,38.502323,39.24652594410379,38.4120691410785
1594,DKJ20 Kelapa Gading (SPKU),2025-05-05,39.22434782608695,-6.154,106.9105,UdaraJakarta,38.543087,39.3234991767532,38.2063574970119
1595,DKJ20 Kelapa Gading (SPKU),2025-05-05,39.22434782608695,-6.154,106.9105,UdaraJakarta,38.543087,39.3234991767532,38.2063574970119
1596,DKJ21 Kota Tua,2025-05-05,40.74434782608696,-6.1345,106.8132,UdaraJakarta,40.415398,39.42413836231017,38.95550593658033
1597,DKJ21 Kota Tua,2025-05-05,40.74434782608696,-6.1345,106.8132,UdaraJakarta,40.415398,39.42413836231017,38.95550593658033
1598,DKJ21 Kota Tua,2025-05-05,40.74434782608696,-6.1345,106.8132,UdaraJakarta,40.460323,39.47191239940669,39.02746054373432
1599,DKJ21 Kota Tua,2025-05-05,40.74434782608696,-6.1345,106.8132,UdaraJakarta,40.460323,39.47191239940669,39.02746054373432
1602,DKJ23 Pulau Pramuka,2025-05-05,19.544166666666673,-5.7458,106.6138,UdaraJakarta,25.49735,25.96701728001228,25.104746378587897
1603,DKJ23 Pulau Pramuka,2025-05-05,19.544166666666673,-5.7458,106.6138,UdaraJakarta,25.49735,25.96701728001228,25.104746378587897
1604,DKJ23 Pulau Pramuka,2025-05-05,19.544166666666673,-5.7458,106.6138,UdaraJakarta,25.49735,26.042553467277443,25.239118755907647
1605,DKJ23 Pulau Pramuka,2025-05-05,19.544166666666673,-5.7458,106.6138,UdaraJakarta,25.49735,26.042553467277443,25.239118755907647
1607,DKJ25 Stadion Olah Raga JIS,2025-05-05,36.888333333333335,-6.1248,106.86,UdaraJakarta,35.307655,35.59317301340112,35.79215415134654
1608,DKJ25 Stadion Olah Raga JIS,2025-05-05,36.888333333333335,-6.1248,106.86,UdaraJakarta,35.307655,35.59317301340112,35.79215415134654
1609,DKJ25 Stadion Olah Raga JIS,2025-05-05,36.888333333333335,-6.1248,106.86,UdaraJakarta,35.339005,35.60959693916097,35.85563853967235
1610,DKJ25 Stadion Olah Raga JIS,2025-05-05,36.888333333333335,-6.1248,106.86,UdaraJakarta,35.339005,35.60959693916097,35.85563853967235
1611,DKJ26 Taman Delonix,2025-05-05,50.4675,-6.3468,106.8695,UdaraJakarta,39.669655,39.89361094792684,41.419331610654005
1612,DKJ26 Taman Delonix,2025-05-05,50.4675,-6.3468,106.8695,UdaraJakarta,39.417355,39.87416450076633,41.41581005737677
1616,DKJ29 Kantor Walikota Jakarta Barat,2025-05-05,49.58041666666666,-6.1858,106.7377,UdaraJakarta,38.962643,38.96136057930667,38.96260815563125
1617,DKJ31 Rusun Marunda,2025-05-05,50.86625,-6.0966,106.963,UdaraJakarta,44.354095,44.0984835251059,46.61297190770632
1618,DKJ31 Rusun Marunda,2025-05-05,50.86625,-6.0966,106.963,UdaraJakarta,44.354095,44.0984835251059,46.61297190770632
1619,DKJ31 Rusun Marunda,2025-05-05,50.86625,-6.0966,106.963,UdaraJakarta,44.147636,44.10513621417026,46.50088911101203
1620,DKJ31 Rusun Marunda,2025-05-05,50.86625,-6.0966,106.963,UdaraJakarta,44.147636,44.10513621417026,46.50088911101203
1621,"Duitku PG, Kebon Jeruk",2025-05-05,46.78947368421053,-6.1916,106.7588,IQAir,40.05815,40.93700869666204,40.873693855553405
1622,"Duitku PG, Kebon Jeruk",2025-05-05,46.78947368421053,-6.1916,106.7588,IQAir,39.91926,40.16980815357631,40.85798262331626
1625,ERASMUS HUIS DUTCH CULTURAL CENTER,2025-05-05,22.45,-6.2356,106.8278,IQAir,38.962643,38.96136057930667,38.96260815563125
1626,Gading Harmony,2025-05-05,48.53809523809524,-6.1656,106.8995,IQAir,44.221954,43.35353693683896,42.782794381874496
1627,Gading Harmony,2025-05-05,48.53809523809524,-6.1656,106.8995,IQAir,44.349346,43.34781973896606,43.26558990720653
1628,Graha LMU,2025-05-05,55.6875,-6.1839,106.9227,IQAir,48.37566,50.16488359373793,52.759763922688
1629,Graha LMU,2025-05-05,55.6875,-6.1839,106.9227,IQAir,48.37566,50.16488359373793,52.759763922688
1630,Graha LMU,2025-05-05,55.6875,-6.1839,106.9227,IQAir,48.40506,50.14931475315822,52.941402106700224
1631,Graha LMU,2025-05-05,55.6875,-6.1839,106.9227,IQAir,48.40506,50.14931475315822,52.941402106700224
1632,Gran Melia Jakarta,2025-05-05,47.27777777777778,-6.2348,106.83,IQAir,38.962643,38.96136057930667,38.96260815563125
1633,INDODAX,2025-05-05,48.539130434782614,-6.2122,106.8214,IQAir,38.962643,38.96136057930667,38.96260815563125
1634,Jakarta-Selatan-CasaGrande,2025-05-05,37.26666666666666,-6.222,106.842,IQAir,38.962643,38.96136057930667,38.96260815563125
1635,Jalan Pasir Putih II,2025-05-05,36.74166666666667,-6.1255,106.8468,IQAir,32.12117,33.52019760647565,31.937506890597867
1636,Jalan Pasir Putih II,2025-05-05,36.74166666666667,-6.1255,106.8468,IQAir,32.12117,33.52019760647565,31.937506890597867
1637,Jalan Pasir Putih II,2025-05-05,36.74166666666667,-6.1255,106.8468,IQAir,32.04592,33.55449341677751,31.8947779011046
1638,Jalan Pasir Putih II,2025-05-05,36.74166666666667,-6.1255,106.8468,IQAir,32.04592,33.55449341677751,31.8947779011046
1639,Jeruk Purut,2025-05-05,44.75,-6.2842,106.8118,IQAir,41.670788,41.08550792482164,45.62469819832863
1640,Jeruk Purut,2025-05-05,44.75,-6.2842,106.8118,IQAir,41.795612,41.14505833731757,45.70600030947489
1641,KRN,2025-05-05,42.1,-6.1439,106.899,IQAir,40.74272,39.93646666638094,40.70999934431013
1642,KRN,2025-05-05,42.1,-6.1439,106.899,IQAir,40.783485,39.98561973065027,40.97102095940544
1643,Kemang Dalam IX,2025-05-05,46.05555555555556,-6.2683,106.8192,IQAir,38.962643,38.96136057930667,38.96260815563125
1644,Kemang Timur V,2025-05-05,44.78947368421053,-6.263,106.8259,IQAir,38.962643,38.96136057930667,38.96260815563125
1645,Kemang V,2025-05-05,37.4,-6.2631,106.8205,IQAir,38.962643,38.96136057930667,38.96260815563125
1646,Kemayoran,2025-05-05,43.385714285714286,-6.1617,106.8414,IQAir,38.962643,38.96136057930667,38.96260815563125
1648,Layar Permai PIK,2025-05-05,36.125,-6.1077,106.753,IQAir,39.240395,34.78243298424615,38.07638914494818
1649,Layar Permai PIK,2025-05-05,36.125,-6.1077,106.753,IQAir,39.218227,35.097640676498415,38.10980110729983
1650,Pantai Mutiara,2025-05-05,39.869565217391305,-6.1101,106.7957,IQAir,37.89636,37.55578881581624,36.52622457774849
1651,Pantai Mutiara,2025-05-05,39.869565217391305,-6.1101,106.7957,IQAir,38.05364,37.47021300421821,37.08923620246683
1652,"Pulo Mas, Kayu Putih",2025-05-05,36.8125,-6.1834,106.8874,IQAir,43.927464,39.75842918197004,42.56657051475483
1653,"Pulo Mas, Kayu Putih",2025-05-05,36.8125,-6.1834,106.8874,IQAir,44.054855,39.72825691834119,43.08264609183149
1654,"Pulo Mas, Kayu Putih 2",2025-05-05,41.578947368421055,-6.1841,106.8873,IQAir,43.927464,39.75842918197004,42.56657051475483
1655,"Pulo Mas, Kayu Putih 2",2025-05-05,41.578947368421055,-6.1841,106.8873,IQAir,44.054855,39.72825691834119,43.08264609183149
1656,Puretrex Indonesia - Tegal Alur / Kalideres,2025-05-05,63.05882352941177,-6.1175,106.7274,IQAir,38.962643,38.96136057930667,38.96260815563125
1657,Puri Indah,2025-05-05,40.125,-6.1869,106.7369,IQAir,38.962643,38.96136057930667,38.96260815563125
1658,Rembang Bukit,2025-05-05,43.666666666666664,-6.2805,106.7789,IQAir,38.962643,38.96136057930667,38.96260815563125
